,Unnamed: 0,driver_id,client_id,start,start_latitude,start_longtitude,finish,finish_latitude,finish_longtitude,distance,road_time,start_time,finish_time,cost,driver_rate,category_driver_feedback,text_driver_feedback,client_rate,category_client_feedback,text_client_feedback
403,403,527,3143,DA8 2JR,51.473637,0.19826,SW9 0PZ,51.474037,-0.121084,22.19,0 days 00:22:00,2013-08-30 14:19:31,2013-08-30 14:41:31,13.1,,,,4.0,,
404,404,449,1888,NW6 2PT,51.545319,-0.195423,UB5 5ZH,51.546773,-0.370915,12.18,0 days 00:27:00,2013-01-01 08:16:09,2013-01-01 08:43:09,12.14,1.0,,,,,
405,405,646,4113,W1M 8NT,51.520144,-0.143778,W8 7LY,51.504042,-0.18887,3.61,0 days 00:13:00,2012-07-17 19:06:55,2012-07-17 19:19:55,5.71,,,,,,
406,406,95,2254,SM4 4JR,51.393604,-0.222903,HA4 0FN,51.57455,-0.41232,24.05,0 days 00:43:00,2013-02-17 15:23:11,2013-02-17 16:06:11,14.02,,,,4.0,,
407,407,1391,4430,EN4 9PZ,51.650873,-0.16134,TW2 6RT,51.447334,-0.341919,25.88,0 days 00:43:00,2017-04-27 03:05:50,2017-04-27 03:48:50,19.42,,,,,,
408,408,638,3524,HA7 9HE,51.60451,-0.295462,NW7 4AE,51.616716,-0.239032,4.14,0 days 00:07:00,2017-07-28 07:47:23,2017-07-28 07:54:23,4.07,,,,,,
409,409,230,3142,E8 3JF,51.542741,-0.070694,DA1 4EJ,51.453455,0.176189,19.81,0 days 00:15:00,2017-10-29 02:14:34,2017-10-29 02:29:34,15.48,4.0,,,,,
410,410,2301,293,E17 6LT,51.587841,-0.031337,N20 0JD,51.627032,-0.168112,10.43,0 days 00:13:00,2019-08-08 07:59:58,2019-08-08 08:12:58,7.22,,,,5.0,,
411,411,1002,591,SM5 3RW,51.362379,-0.166683,EN1 9LW,51.651933,-0.077091,32.81,0 days 01:03:00,2012-05-12 18:26:08,2012-05-12 19:29:08,27.61,,,,,,
412,412,947,1218,W2 2AG,51.514491,-0.166837,UB10 0PF,51.530392,-0.44876,19.65,0 days 00:23:00,2015-09-17 00:23:17,2015-09-17 00:46:17,15.37,5.0,neat and tidy,['wonderful companion'],,,
413,413,805,1658,SE1 5LQ,51.492762,-0.080152,SW2 1RF,51.459183,-0.117779,4.56,0 days 00:14:00,2011-08-12 19:50:59,2011-08-12 20:04:59,6.42,4.0,,,4.0,,
414,414,1458,657,SE1 4XW,51.500724,-0.093015,SE20 7NH,51.416175,-0.046574,9.95,0 days 00:16:00,2017-12-10 11:51:34,2017-12-10 12:07:34,6.98,,,,,,
415,415,1697,1266,RM12 4JW,51.558737,0.212605,RM8 1XJ,51.564315,0.126418,6.01,0 days 00:17:00,2017-10-27 06:30:11,2017-10-27 06:47:11,6.51,5.0,,,5.0,quiet,"['polite', 'pleasant', 'recommend']"
416,416,2113,4417,CR90 9GA,51.378069,-0.113291,W12 7HD,51.506455,-0.229122,16.4,0 days 00:15:00,2013-07-21 15:59:30,2013-07-21 16:14:30,10.2,5.0,nice car,"['recommend', 'wonderful companion']",,,
417,417,1591,4414,W13 0TL,51.509866,-0.327948,DA8 1HP,51.472385,0.160616,34.19,0 days 00:59:00,2016-11-03 12:15:27,2016-11-03 13:14:27,19.1,5.0,neat and tidy,"['recommend', 'neat and tidy']",,,
418,418,14,2704,E1W 1AU,51.507458,-0.068755,N22 8HQ,51.597372,-0.110598,10.42,0 days 00:11:00,2014-10-30 00:36:17,2014-10-30 00:47:17,9.37,,,,,,
419,419,1181,1265,EC4N 8BQ,51.513296,-0.091942,W1A 2AH,51.524565,-0.112042,1.88,0 days 00:03:00,2017-12-23 01:48:07,2017-12-23 01:51:07,3.82,,,,4.0,,
420,420,1612,1508,E17 5TR,51.59635,-0.02824,DA1 3RN,51.443645,0.17565,22.11,0 days 00:31:00,2016-03-04 18:48:13,2016-03-04 19:19:13,19.58,5.0,,,,,
421,421,259,923,W1T 7NU,51.522389,-0.135643,N4 2YS,51.576106,-0.097279,6.54,0 days 00:31:00,2015-05-22 11:53:54,2015-05-22 12:24:54,5.27,5.0,,,,,
422,422,52,1534,WC1R 4RA,51.519078,-0.118064,HA0 4LY,51.539222,-0.295206,12.5,0 days 00:32:00,2010-10-17 12:50:38,2010-10-17 13:22:38,8.25,,,,,,
423,423,923,2183,E17 7JY,51.582824,-0.027628,BR5 3LY,51.398234,0.121495,23.0,0 days 00:43:00,2015-01-04 15:33:54,2015-01-04 16:16:54,13.5,1.0,dirty,"['awful service', 'unpleasant companion', 'non-expert navigation', 'dirty', 'not recommend']",,,
424,424,1949,68,SW16 4TF,51.407765,-0.129726,HA9 9EL,51.563581,-0.266291,19.76,0 days 00:20:00,2019-05-07 08:15:21,2019-05-07 08:35:21,17.82,,,,,,
425,425,792,132,SW6 6DA,51.477915,-0.210858,DA8 2QG,51.476863,0.191675,27.97,0 days 00:28:00,2018-10-12 04:08:39,2018-10-12 04:36:39,20.78,,,,5.0,,
426,426,757,1963,RM2 6JH,51.584481,0.214202,W5 4JQ,51.499926,-0.304496,37.19,0 days 00:38:00,2010-05-15 06:09:24,2010-05-15 06:47:24,26.77,,,,4.0,,
427,427,1843,2154,RM7 7JJ,51.583167,0.168986,SE7 8HW,51.483119,0.043494,14.13,0 days 00:23:00,2018-01-28 23:28:59,2018-01-28 23:51:59,11.78,,,,5.0,,
428,428,627,3101,N6 5HY,51.570976,-0.148216,SE10 8XY,51.477805,-0.00143,14.53,0 days 00:34:00,2018-05-01 03:26:29,2018-05-01 04:00:29,12.04,,,,,,
429,429,1886,276,SW19 8WQ,51.417014,-0.213582,SW7 4WU,51.497993,-0.17453,9.41,0 days 00:33:00,2011-05-13 13:14:29,2011-05-13 13:47:29,6.7,,,,2.0,,
430,430,1277,3865,EN2 8BT,51.661416,-0.095587,N2 9PD,51.593506,-0.159326,8.75,0 days 00:09:00,2010-11-22 05:20:45,2010-11-22 05:29:45,8.29,,,,,,
431,431,2319,1544,E17 9FT,51.58123,-0.010434,N17 7HX,51.603269,-0.092707,6.21,0 days 00:19:00,2018-05-18 15:42:37,2018-05-18 16:01:37,5.11,,,,,,
432,432,2240,2591,SE27 0YG,51.429606,-0.099373,CR9 2DD,51.384127,-0.090393,5.1,0 days 00:16:00,2019-10-07 10:05:40,2019-10-07 10:21:40,4.55,5.0,,,,,
433,433,1603,1142,W1T 2ED,51.519196,-0.133338,CR90 9AR,51.375716,-0.091863,16.22,0 days 00:33:00,2014-12-23 00:53:20,2014-12-23 01:26:20,13.14,,,,,,
434,434,1003,2237,SW19 5AN,51.426938,-0.215137,CR4 3NT,51.403739,-0.16513,4.33,0 days 00:05:00,2014-04-01 12:03:15,2014-04-01 12:08:15,4.16,,,,4.0,pleasant,"['polite', 'quiet']"
435,435,1761,4412,NW9 5UT,51.601877,-0.244357,HA3 6QU,51.608488,-0.349167,7.3,0 days 00:09:00,2017-10-16 11:08:33,2017-10-16 11:17:33,5.65,4.0,great service,"['expert navigation', 'nice car', 'wonderful companion', 'recommend', 'great service']",,,
436,436,646,756,E11 4RB,51.564155,0.009511,W1S 1QL,51.513432,-0.141846,11.92,0 days 00:35:00,2019-06-07 18:49:21,2019-06-07 19:24:21,11.94,,,,,,
437,437,951,2268,WC1H 9BS,51.527978,-0.126924,N18 1NT,51.61892,-0.077475,10.68,0 days 00:16:00,2014-06-30 22:48:00,2014-06-30 23:04:00,9.54,3.0,awful service,['not recommend'],1.0,,
438,438,695,1760,W4 1NA,51.496107,-0.250844,EC4R 9EP,51.509369,-0.087697,11.42,0 days 00:25:00,2010-12-09 17:03:03,2010-12-09 17:28:03,7.71,,,,,,
439,439,767,4255,W1A 7ZZ,51.517133,-0.134244,SW6 5XF,51.479214,-0.198235,6.13,0 days 00:13:00,2017-06-13 12:38:14,2017-06-13 12:51:14,5.06,,,,,,
440,440,1689,3987,EC2R 7BX,51.515945,-0.088949,SW17 9QH,51.423835,-0.159852,11.37,0 days 00:15:00,2013-05-12 13:15:47,2013-05-12 13:30:47,7.68,1.0,bad car,"['bad car', 'dirty']",,,
441,441,1053,696,CR2 8SU,51.338587,-0.054282,NW4 9EJ,51.588022,-0.221766,30.09,0 days 00:51:00,2016-11-21 15:10:48,2016-11-21 16:01:48,17.05,,,,,,
442,442,1682,758,CR0 7HE,51.374694,-0.069577,SW12 9DR,51.451409,-0.147417,10.11,0 days 00:13:00,2014-10-09 06:30:41,2014-10-09 06:43:41,9.17,,,,,,
443,443,1674,1890,N6 5GH,51.565921,-0.122089,N22 4NU,51.604821,-0.11582,4.35,0 days 00:10:00,2015-12-11 19:21:15,2015-12-11 19:31:15,6.26,,,,,,
444,444,1728,1053,SW1E 5LQ,51.496155,-0.144522,W1V 7LH,51.511958,-0.131169,1.99,0 days 00:12:00,2014-12-24 15:47:48,2014-12-24 15:59:48,3.0,1.0,,,4.0,,
445,445,709,2721,SW15 2ED,51.461379,-0.207417,IG11 7BA,51.53523,0.070773,20.99,0 days 00:26:00,2019-08-11 18:50:46,2019-08-11 19:16:46,18.74,,,,,,
446,446,488,3034,SW19 2DL,51.420932,-0.176034,DA8 1WD,51.476455,0.195702,26.57,0 days 00:31:00,2016-06-05 21:05:02,2016-06-05 21:36:02,15.28,4.0,,,,,
447,447,1440,2064,W5 1YE,51.509853,-0.307601,RM3 0WN,51.589689,0.223651,37.91,0 days 00:46:00,2013-07-03 02:09:47,2013-07-03 02:55:47,27.24,,,,5.0,,
448,448,89,2064,N8 0HX,51.587595,-0.107121,TW7 6GL,51.477045,-0.323561,19.41,0 days 00:20:00,2014-10-14 16:04:12,2014-10-14 16:24:12,11.7,,,,3.0,,
449,449,1316,4445,SW2 1JH,51.4615,-0.112588,W5 1DF,51.524194,-0.316251,15.77,0 days 00:18:00,2014-01-22 21:10:04,2014-01-22 21:28:04,9.88,3.0,,,,,
450,450,2017,718,HA8 9WD,51.613334,-0.2778,W1M 1LB,51.52122,-0.156693,13.25,0 days 00:28:00,2013-12-06 06:48:08,2013-12-06 07:16:08,11.21,,,,4.0,,
451,451,219,32,E5 9UB,51.561351,-0.045452,DA6 7WD,51.463201,0.134729,16.6,0 days 00:14:00,2013-10-30 23:18:17,2013-10-30 23:32:17,13.39,,,,1.0,dirty,
452,452,1835,863,W1V 4HA,51.514913,-0.136554,W1K 4HP,51.512719,-0.147395,0.79,0 days 00:06:00,2019-03-11 01:46:43,2019-03-11 01:52:43,3.11,,,,,,
453,453,1648,2047,E9 6QT,51.544168,-0.046621,SE1P 4DE,51.492762,-0.080152,6.17,0 days 00:09:00,2010-11-28 09:42:06,2010-11-28 09:51:06,7.63,,,,4.0,,
454,454,2406,605,W1T 2JD,51.518606,-0.134111,W1Y 4ND,51.511659,-0.158304,1.85,0 days 00:06:00,2011-08-08 07:36:03,2011-08-08 07:42:03,2.92,3.0,,,5.0,,
455,455,749,1641,E18 2QJ,51.596608,0.022638,SW1X 8RN,51.500185,-0.156605,16.42,0 days 00:23:00,2017-06-05 01:11:39,2017-06-05 01:34:39,13.27,3.0,awful service,"['awful service', 'unpleasant companion', 'dirty']",1.0,,
456,456,2424,3757,TW13 9BZ,51.439561,-0.408459,SE12 9TH,51.43134,0.024235,30.1,0 days 00:46:00,2014-02-01 21:12:48,2014-02-01 21:58:48,17.05,,,,,,
457,457,1760,2448,N5 1AU,51.557536,-0.10508,RM8 1RR,51.563714,0.131772,16.44,0 days 00:32:00,2019-05-26 22:39:42,2019-05-26 23:11:42,13.29,,,,,,
458,458,2034,2026,CR5 2YS,51.322529,-0.136296,E17 5PH,51.598954,-0.038726,31.49,0 days 00:47:00,2010-07-08 01:11:50,2010-07-08 01:58:50,23.07,,,,5.0,,
459,459,2052,3898,E14 9HU,51.497563,-0.019483,DA16 1TZ,51.462515,0.11005,9.81,0 days 00:20:00,2010-10-19 20:19:17,2010-10-19 20:39:17,6.9,,,,5.0,,
460,460,290,3248,IG5 0HE,51.586559,0.056505,W2 2QL,51.515748,-0.165,17.27,0 days 00:12:00,2014-09-26 18:29:06,2014-09-26 18:41:06,15.95,,,,,,
461,461,3,1463,EC3N 4HY,51.510914,-0.078755,HA1 4WD,51.585237,-0.329686,19.27,0 days 00:24:00,2015-04-14 08:46:23,2015-04-14 09:10:23,17.45,,,,4.0,,
462,462,195,3181,E10 5LH,51.561206,-0.015896,HA4 7EE,51.572282,-0.42416,28.34,0 days 00:31:00,2012-09-09 21:37:38,2012-09-09 22:08:38,16.17,,,,1.0,,
463,463,2314,2438,SW1V 2ZA,51.490364,-0.137152,HA1 3EE,51.572927,-0.339229,16.76,0 days 00:14:00,2015-09-29 07:39:13,2015-09-29 07:53:13,10.38,,,,,,
464,464,349,2132,E1 2EZ,51.513405,-0.061816,SE9 3JY,51.429908,0.071675,13.13,0 days 00:33:00,2016-07-30 18:32:45,2016-07-30 19:05:45,12.85,4.0,,,,,
465,465,2358,2190,SE9 5NX,51.442168,0.052084,SM1 2LA,51.368549,-0.209234,19.94,0 days 00:27:00,2018-05-27 12:58:45,2018-05-27 13:25:45,11.97,4.0,,,,,
466,466,949,4443,EC2V 7WP,51.524565,-0.112042,NW9 7SF,51.580518,-0.250781,11.46,0 days 00:24:00,2018-11-13 13:50:55,2018-11-13 14:14:55,7.73,5.0,,,,,
467,467,980,3878,TW1 1PJ,51.461489,-0.324923,KT1 9ND,51.404538,-0.292355,6.73,0 days 00:08:00,2017-06-20 14:06:44,2017-06-20 14:14:44,5.36,5.0,recommend,['great service'],5.0,recommend,"['recommend', 'neat and tidy', 'pleasant', 'polite', 'quiet']"
468,468,1696,1723,E14 3DN,51.48871,-0.008098,EC1V 9DD,51.525892,-0.085188,6.76,0 days 00:16:00,2011-04-16 01:01:35,2011-04-16 01:17:35,6.99,3.0,dirty,"['not recommend', 'non-expert navigation', 'awful service']",5.0,,
469,469,2376,198,HA4 0NQ,51.562519,-0.389858,TW9 1RE,51.459709,-0.305569,12.85,0 days 00:16:00,2017-05-23 21:01:45,2017-05-23 21:17:45,8.43,,,,,,
470,470,1091,2466,CR7 7FF,51.388331,-0.110081,BR1 3HS,51.410118,0.026764,9.83,0 days 00:16:00,2011-04-30 11:59:40,2011-04-30 12:15:40,6.92,5.0,,,4.0,,
471,471,1740,169,NW6 2LX,51.54531,-0.191285,SW12 8YG,51.446374,-0.151477,11.35,0 days 00:13:00,2011-01-21 08:33:24,2011-01-21 08:46:24,11.51,,,,3.0,,
472,472,332,60,N8 0BB,51.581973,-0.106474,SW16 1UF,51.432783,-0.134819,16.71,0 days 00:32:00,2011-04-30 15:02:22,2011-04-30 15:34:22,10.36,,,,,,
473,473,676,1994,N4 3PF,51.562775,-0.110936,E98 1AT,51.508025,-0.064394,6.89,0 days 00:10:00,2014-11-11 22:43:04,2014-11-11 22:53:04,7.08,,,,3.0,unpolite,
474,474,1046,4029,CR4 7DP,51.396657,-0.1083,SM4 5RL,51.395417,-0.193264,5.91,0 days 00:34:00,2016-05-03 12:51:03,2016-05-03 13:25:03,4.96,,,,,,
475,475,2427,318,NW8 6DU,51.5358,-0.174186,N17 8DS,51.605549,-0.069303,10.63,0 days 00:19:00,2015-02-18 11:53:32,2015-02-18 12:12:32,7.32,,,,,,
476,476,752,4388,SM1 2EW,51.36255,-0.210316,SE11 5PP,51.489576,-0.116023,15.58,0 days 00:34:00,2013-05-06 18:52:14,2013-05-06 19:26:14,14.68,,,,5.0,,
477,477,1639,837,BR3 4HL,51.405081,-0.038693,E8 3LE,51.541325,-0.070465,15.32,0 days 00:29:00,2013-05-03 19:48:18,2013-05-03 20:17:18,14.49,,,,,,
478,478,2018,4066,W1H 6AH,51.516949,-0.163034,BR2 0RU,51.399386,0.000253,17.32,0 days 00:23:00,2012-06-20 03:14:13,2012-06-20 03:37:13,13.86,,,,,,
479,479,1469,3958,CR0 2JA,51.384076,-0.097767,E8 4PN,51.535723,-0.063911,17.04,0 days 00:22:00,2010-01-01 11:17:17,2010-01-01 11:39:17,10.52,,,,,,
480,480,180,2480,BR2 8BP,51.385464,0.062064,NW7 4AE,51.616716,-0.239032,33.15,0 days 00:43:00,2017-03-01 21:16:43,2017-03-01 21:59:43,18.58,,,,5.0,,
481,481,64,2527,SW8 3DG,51.467763,-0.147229,SW1V 1JN,51.492696,-0.139621,2.82,0 days 00:13:00,2010-03-25 10:26:09,2010-03-25 10:39:09,3.41,,,,,,
482,482,1230,1568,SE15 4HQ,51.462881,-0.067096,KT6 6NN,51.388516,-0.306821,18.61,0 days 00:18:00,2016-10-22 02:08:06,2016-10-22 02:26:06,14.7,,,,,,
483,483,932,2470,W1P 4JL,51.515834,-0.137958,UB8 9NA,51.537334,-0.487341,24.36,0 days 00:32:00,2016-10-25 18:17:57,2016-10-25 18:49:57,21.27,,,,5.0,,
484,484,314,2567,HA0 4TN,51.551743,-0.300392,NW5 4EE,51.549396,-0.152323,10.27,0 days 00:16:00,2011-01-21 07:23:55,2011-01-21 07:39:55,7.14,4.0,,,,,
485,485,756,738,W4 4JB,51.491295,-0.263431,SE5 7SD,51.477003,-0.083722,12.58,0 days 00:22:00,2018-03-16 04:08:34,2018-03-16 04:30:34,10.78,,,,,,
486,486,1483,2610,RM10 9DS,51.527841,0.1603,EC1P 1SD,51.524503,-0.112088,18.91,0 days 00:26:00,2012-10-18 15:37:04,2012-10-18 16:03:04,11.46,,,,1.0,loud,
487,487,371,4238,IG11 0JA,51.52442,0.105126,W1P 4DH,51.517268,-0.137668,16.87,0 days 00:18:00,2014-04-28 20:42:20,2014-04-28 21:00:20,10.44,,,,,,
488,488,2445,1070,N22 7NP,51.598606,-0.119687,KT9 1NW,51.368591,-0.313819,28.93,0 days 00:27:00,2015-03-30 09:08:09,2015-03-30 09:35:09,24.7,5.0,,,5.0,,
489,489,49,409,TW7 5EH,51.485445,-0.3395,W2 7WZ,51.516375,-0.175251,11.91,0 days 00:12:00,2017-01-10 14:26:05,2017-01-10 14:38:05,7.96,,,,,,
490,490,770,292,CR0 0HZ,51.343038,-0.009323,N1 6UA,51.527773,-0.086882,21.25,0 days 00:27:00,2011-09-14 01:43:51,2011-09-14 02:10:51,16.41,,,,,,
491,491,1064,664,W1U 7LU,51.517948,-0.153928,HA6 1BP,51.604807,-0.416854,20.64,0 days 00:11:00,2010-07-17 16:29:32,2010-07-17 16:40:32,12.32,,,,,,
492,492,2165,2378,W1V 6BN,51.513968,-0.13371,NW3 9PF,51.554293,-0.173864,5.28,0 days 00:06:00,2018-12-31 08:09:50,2018-12-31 08:15:50,6.96,,,,,,
493,493,127,2557,NW6 6QG,51.538728,-0.196607,TW11 8LR,51.42897,-0.336067,15.59,0 days 00:25:00,2011-12-11 14:45:54,2011-12-11 15:10:54,9.8,,,,,,
494,494,232,4158,E1 7HX,51.518227,-0.07836,NW3 3QB,51.543687,-0.156377,6.11,0 days 00:17:00,2019-09-28 05:46:09,2019-09-28 06:03:09,6.57,3.0,,,,,
495,495,956,2311,TW12 2US,51.414574,-0.370053,SM6 8XZ,51.36016,-0.153112,16.27,0 days 00:22:00,2018-12-11 23:48:39,2018-12-12 00:10:39,13.18,5.0,,,4.0,,
496,496,2018,2616,W10 5NW,51.524196,-0.20596,UB11 1HD,51.509702,-0.445472,16.7,0 days 00:28:00,2013-01-26 12:47:08,2013-01-26 13:15:08,10.35,4.0,,,,,
497,497,2399,3011,NW6 5ZJ,51.536482,-0.193206,SE1P 5PD,51.492762,-0.080152,9.23,0 days 00:08:00,2010-10-04 05:52:44,2010-10-04 06:00:44,8.6,,,,,,
498,498,2349,1540,SW16 1UY,51.433009,-0.134911,NW8 1JA,51.535984,-0.194754,12.19,0 days 00:15:00,2015-10-20 20:02:29,2015-10-20 20:17:29,8.09,,,,,,
499,499,2315,1441,W2 2RN,51.51653,-0.169609,NW2 7RW,51.559663,-0.245897,7.14,0 days 00:12:00,2014-05-01 00:45:39,2014-05-01 00:57:39,7.24,,,,5.0,,
500,500,527,3885,SE25 5DZ,51.390132,-0.088059,IG2 7SY,51.581912,0.100565,25.04,0 days 00:31:00,2015-04-01 03:35:21,2015-04-01 04:06:21,18.88,,,,,,
501,501,1369,699,SW3 2QW,51.494156,-0.162049,E3 3RA,51.520242,-0.01896,10.35,0 days 00:14:00,2015-06-03 21:15:30,2015-06-03 21:29:30,7.18,,,,4.0,pleasant,"['neat and tidy', 'recommend', 'quiet', 'polite']"
502,502,370,2102,WC2H 0AT,51.510777,-0.128696,EC4P 4HU,51.509631,-0.087772,2.84,0 days 00:07:00,2013-10-06 00:45:09,2013-10-06 00:52:09,4.45,,,,4.0,,
503,503,1437,859,W1U 3QH,51.517868,-0.152274,HA9 6PX,51.553104,-0.272878,9.24,0 days 00:27:00,2018-07-25 20:26:31,2018-07-25 20:53:31,6.62,3.0,non-expert navigation,['awful service'],,,
504,504,23,2273,SE16 3DU,51.487279,-0.060087,SE19 3RX,51.418983,-0.081591,7.74,0 days 00:12:00,2016-10-10 11:06:49,2016-10-10 11:18:49,5.87,,,,,,
505,505,1364,3674,TW6 2HR,51.473904,-0.404614,BR5 2BE,51.386499,0.106996,36.89,0 days 00:46:00,2018-02-13 13:20:18,2018-02-13 14:06:18,20.44,,,,1.0,,
506,506,64,731,N1P 2AL,51.538425,-0.103278,UB1 2QT,51.5075,-0.378483,19.41,0 days 00:46:00,2012-04-11 23:44:20,2012-04-12 00:30:20,15.22,,,,,,
507,507,1769,3945,E1 2AX,51.515708,-0.061906,CR4 3UA,51.404022,-0.164817,14.34,0 days 00:15:00,2019-12-23 03:25:01,2019-12-23 03:40:01,11.92,4.0,,,,,
508,508,1246,1878,N1 9EX,51.533291,-0.109966,SW12 2DN,51.446384,-0.151563,10.09,0 days 00:20:00,2015-05-17 03:38:18,2015-05-17 03:58:18,9.16,1.0,,,,,
509,509,612,3370,E3 2NR,51.538327,-0.023265,E15 2PH,51.533816,-0.013901,0.82,0 days 00:04:00,2015-01-01 06:58:07,2015-01-01 07:02:07,3.13,,,,4.0,,
510,510,1795,3061,NW6 9DN,51.535984,-0.194754,SW16 3DT,51.419908,-0.119767,13.93,0 days 00:29:00,2018-03-10 05:08:47,2018-03-10 05:37:47,11.65,,,,5.0,,
511,511,1365,560,W1J 5BG,51.506722,-0.149122,UB7 0RZ,51.505515,-0.482761,23.17,0 days 00:45:00,2014-08-19 00:36:40,2014-08-19 01:21:40,17.66,,,,5.0,,
512,512,1905,3449,UB1 2BN,51.515781,-0.377728,W8 5ZS,51.49926,-0.188426,13.27,0 days 00:31:00,2017-07-07 07:54:43,2017-07-07 08:25:43,8.64,,,,4.0,,
513,513,1199,3173,SE28 9AZ,51.498497,0.10445,N14 4WZ,51.630604,-0.128305,21.83,0 days 00:33:00,2018-01-05 10:14:57,2018-01-05 10:47:57,12.92,4.0,wonderful companion,"['recommend', 'neat and tidy', 'nice car', 'wonderful companion', 'expert navigation', 'great service']",2.0,,
514,514,1440,902,W8 7DR,51.500036,-0.196766,TW3 9PU,51.470272,-0.360985,11.88,0 days 00:35:00,2012-06-11 23:15:12,2012-06-11 23:50:12,10.32,,,,,,
515,515,1903,1881,HA0 1EW,51.536543,-0.30328,SW15 3AH,51.454634,-0.233431,10.32,0 days 00:10:00,2016-05-24 19:15:43,2016-05-24 19:25:43,10.74,,,,,,
516,516,1268,10,SM4 6DZ,51.389244,-0.19825,SE5 8TG,51.466216,-0.08953,11.42,0 days 00:20:00,2010-05-03 05:40:03,2010-05-03 06:00:03,10.02,,,,1.0,,
517,517,473,1506,E2 9SQ,51.53427,-0.061449,CR9 7AE,51.378069,-0.113291,17.75,0 days 00:15:00,2016-10-21 17:37:49,2016-10-21 17:52:49,10.88,,,,,,
518,518,1775,1550,E6 2UY,51.536044,0.059231,NW8 6HQ,51.537092,-0.171668,16.02,0 days 00:39:00,2010-08-23 04:53:24,2010-08-23 05:32:24,13.01,,,,4.0,,
519,519,1688,3,NW10 2NN,51.547096,-0.235967,SW5 9RX,51.493445,-0.193857,6.65,0 days 00:12:00,2016-05-24 06:43:32,2016-05-24 06:55:32,6.92,,,,1.0,,
520,520,1412,1175,E14 9HY,51.497604,-0.019265,SW18 2NN,51.455791,-0.182087,12.23,0 days 00:29:00,2017-06-06 23:00:55,2017-06-06 23:29:55,10.55,,,,,,
521,521,2070,1595,DA16 1HH,51.470369,0.117842,KT1 4DU,51.416387,-0.313284,30.57,0 days 00:40:00,2011-07-19 14:25:22,2011-07-19 15:05:22,17.28,5.0,,,,,
522,522,1657,2041,UB10 0LG,51.53324,-0.453335,EC2N 4BE,51.515403,-0.082183,25.84,0 days 00:43:00,2013-07-24 16:32:09,2013-07-24 17:15:09,14.92,,,,,,
523,523,2373,3763,HA2 0BB,51.585237,-0.329686,SE18 7JE,51.487171,0.072383,29.96,0 days 00:39:00,2011-12-07 03:23:07,2011-12-07 04:02:07,22.07,,,,,,
524,524,1647,3316,W5 9GW,51.509853,-0.307615,NW1W 9DQ,51.530785,-0.13543,12.18,0 days 00:24:00,2012-09-21 20:34:25,2012-09-21 20:58:25,8.09,,,,4.0,,
525,525,616,3030,SE20 7ZW,51.415206,-0.053734,SM5 1EY,51.390131,-0.174816,8.88,0 days 00:27:00,2012-07-31 06:03:24,2012-07-31 06:30:24,8.37,,,,,,
526,526,444,1485,NW1 8EL,51.543045,-0.152711,HA9 9SA,51.572415,-0.285465,9.77,0 days 00:14:00,2013-05-20 09:43:35,2013-05-20 09:57:35,10.33,5.0,,,,,
527,527,855,1993,IG8 0AJ,51.60712,0.033562,W14 8QY,51.496858,-0.204743,20.58,0 days 00:19:00,2017-02-17 00:38:03,2017-02-17 00:57:03,15.98,1.0,,,,,
528,528,1880,4142,NW11 6LR,51.587146,-0.185726,W7 1PB,51.521575,-0.33686,12.77,0 days 00:26:00,2012-12-15 20:17:17,2012-12-15 20:43:17,8.38,5.0,,,,,
529,529,1613,1094,SE5 0XY,51.479612,-0.099296,BR3 4EH,51.401405,-0.052336,9.29,0 days 00:15:00,2012-09-06 22:05:53,2012-09-06 22:20:53,8.64,,,,,,
530,530,206,3651,HA8 5QB,51.597546,-0.274917,N16 7YA,51.553176,-0.07419,14.77,0 days 00:24:00,2012-10-02 11:57:08,2012-10-02 12:21:08,9.38,5.0,,,,,
531,531,700,3840,NW10 6LU,51.524754,-0.259722,SE13 6BE,51.462252,-0.009624,18.71,0 days 00:12:00,2011-07-28 02:54:58,2011-07-28 03:06:58,14.76,1.0,,,,,
532,532,2059,1081,SW5 0RB,51.494179,-0.190702,HA4 8NJ,51.572047,-0.422018,18.24,0 days 00:34:00,2013-05-20 07:45:46,2013-05-20 08:19:46,11.12,,,,5.0,,
533,533,1252,544,EC1A 2BB,51.516202,-0.104793,EC4V 5EB,51.512561,-0.102061,0.45,0 days 00:12:00,2018-06-25 08:32:51,2018-06-25 08:44:51,3.34,,,,1.0,dirty,
534,534,980,3816,SE14 5BH,51.477168,-0.052293,UB7 8PZ,51.514937,-0.469491,29.28,0 days 00:57:00,2011-11-29 07:18:42,2011-11-29 08:15:42,16.64,,,,4.0,recommend,"['polite', 'recommend', 'neat and tidy']"
535,535,526,4032,BR5 3JD,51.411547,0.112822,SW6 1LS,51.484448,-0.201169,23.29,0 days 00:24:00,2010-06-17 13:28:27,2010-06-17 13:52:27,13.64,,,,4.0,,
536,536,758,4373,SE21 7EE,51.447552,-0.074939,TW8 0QE,51.487847,-0.306241,16.69,0 days 00:21:00,2010-04-06 01:48:21,2010-04-06 02:09:21,13.45,,,,5.0,recommend,"['polite', 'recommend', 'neat and tidy']"
537,537,628,1123,HA2 6HX,51.588915,-0.361584,DA5 3DY,51.439276,0.120087,37.35,0 days 00:41:00,2010-04-24 05:03:28,2010-04-24 05:44:28,26.88,,,,4.0,,
